         4118159 function calls (4116165 primitive calls) in 9.068 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/weakref.py:47(__init__)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/longbow.py:12(AoeThrown)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/ability.py:157(can_ability_shoot)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/__init__.py:1304(AbstractListener)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:300(AbstractImage)
        1    0.000    0.000    0.000    0.000 {_struct.pack}
        3    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/weakref.py:267(__init__)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/gem.py:5(__init__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/canvas/cocoa.py:131(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/codecs.py:77(__new__)
        2    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 main.py:325(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/__init__.py:426(Source)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/window/key.py:86(on_key_release)
        6    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/button.py:17(add_button)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:1331(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/riff.py:66(RIFFChunk)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:1299(<lambda>)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:793(_wrap_lines_invariant)
       32    0.000    0.000    0.000    0.000 {chr}
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/encodings/hex_codec.py:27(hex_decode)
       12    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/statsmanager.py:154(damage_max)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:1390(Texture)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/gl/base.py:255(<lambda>)
       24    0.000    0.000    0.000    0.000 {sum}
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/controller.py:9(Controller)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/graphics/allocation.py:85(__init__)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/statsmanager.py:111(update_health)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/__init__.py:667(SourceGroup)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/extlibs/png.py:1376(Reader)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/building_dict.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/ctypes/__init__.py:359(_FuncPtr)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/gl/cocoa.py:160(__init__)
        6    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/controller.py:10(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/bmp.py:94(BITMAPV4HEADER)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/app/__init__.py:97(add)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/friend.py:84(Cannon)
       12    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/statsmanager.py:170(crit_damage)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:504(AbstractImageSequence)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/json/encoder.py:101(__init__)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/graphics/__init__.py:713(__init__)
        1    0.000    0.000    0.000    0.000 {method 'extend' of 'array.array' objects}
        2    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/posixpath.py:119(basename)
       15    0.000    0.000    0.000    0.000 main.py:430(test)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/player.py:44(PlayerController)
       12    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/statsmanager.py:150(armor_pierce)
       58    0.000    0.000    0.000    0.000 {math.floor}
       12    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/statsmanager.py:162(attack_speed_perc)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/effect.py:32(SpriteEffect)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/graphics/allocation.py:119(set_capacity)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:2272(TextureGrid)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:1791(Texture3D)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:2167(ImageGrid)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/character.py:14(Character)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/gl/base.py:177(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/gl/base.py:282(attach)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/ability.py:127(trigger_global_cooldown)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/ability.py:96(Ability)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/placeable.py:44(Placeable)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:1128(ImageDataRegion)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/longbow.py:32(LongbowAbility)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/canvas/base.py:102(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/riff.py:166(WaveForm)
        1    0.000    0.000    0.000    0.000 {unichr}
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/plasmaslinger.py:79(AoeThrown)
        1    0.000    0.000    0.000    0.000 main.py:123(PauseState)
        1    0.000    0.000    0.000    0.000 main.py:388(StartState)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/gl/base.py:245(<lambda>)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/menu.py:102(MenuManager)
       14    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/sre_parse.py:143(__setitem__)
        1    0.000    0.000    0.000    0.000 main.py:32(ProtoKeyStateHandler)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:204(_Line)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/gl/base.py:269(__init__)
       32    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/font/quartz.py:146(_lookup_font_with_family_and_traits)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/window/cocoa/pyglet_window.py:6(canBecomeKeyWindow)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/font/base.py:265(Font)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:1937(BufferManager)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/extlibs/png.py:1359(_readable)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/extlibs/png.py:399(Writer)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/plasmaslinger.py:99(PlasmaslingerAbility)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/font/__init__.py:84(GlyphString)
        3    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
       10    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/ability.py:106(build_bullet)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/document.py:574(UnformattedDocument)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/font/base.py:291(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/weakref.py:320(__setitem__)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/spectre.py:79(SpectreAbility)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/dds.py:87(_filestruct)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:437(_InlineElementBox)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/friend.py:33(Friend)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/document.py:181(InlineElement)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/json/decoder.py:274(JSONDecoder)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/inventory.py:53(Inventory)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/placeable.py:6(Clickable)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/font/base.py:141(Glyph)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:584(UniformTextureSequence)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:2055(BufferImage)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/gl/base.py:264(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/__init__.py:99(MediaFormatException)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/font/quartz.py:142(QuartzFont)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/ability.py:11(Thrown)
        1    0.000    0.000    0.000    0.000 main.py:97(TextState)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/plasmaslinger.py:11(BolaEffect)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:2449(Animation)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/statsmanager.py:178(armor)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/clock.py:187(__init__)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:856(_init_groups)
        5    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/button.py:13(Manager)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/loot.py:49(Loot)
        1    0.000    0.000    0.000    0.000 {binascii.a2b_hex}
        1    0.000    0.000    0.000    0.000 main.py:324(BuildState)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/__init__.py:375(Label)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/hotbar.py:15(__init__)
       28    0.000    0.000    0.000    0.000 {ord}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/runlist.py:50(RunList)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/spectre.py:11(BolaEffect)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/player.py:13(Player)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/atexit.py:37(register)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/json/encoder.py:70(JSONEncoder)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/menu.py:30(BuildButton)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/__init__.py:236(AudioFormat)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:663(TextLayoutTextureGroup)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/window/cocoa/pyglet_view.py:114(isOpaque)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/menu.py:211(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:2126(DepthBufferImage)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/riff.py:132(RIFFFile)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/canvas/base.py:324(__init__)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:1334(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:1204(CompressedImageData)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:298(_GlyphBox)
       12    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/statsmanager.py:166(crit)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/canvas/base.py:303(__init__)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/menu.py:210(BuildingManager)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/__init__.py:444(HTMLLabel)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:1864(TileableTexture)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/__init__.py:84(DocumentDecodeException)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/png.py:113(get_encoders)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/bmp.py:119(RGBFields)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/__init__.py:1407(RIFFSourceLoader)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/__init__.py:1398(AbstractSourceLoader)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:271(CheckerImagePattern)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/gl/base.py:200(is_complete)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/extlibs/png.py:390(FormatError)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:268(_IncrementalLayoutContext)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/font/__init__.py:250(_TextZGroup)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/font/base.py:254(__init__)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/hotbar.py:13(HotBarManager)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/effect.py:23(Text)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:1931(DepthTexture)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/dds.py:162(get_file_extensions)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/font/base.py:260(FontException)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/runlist.py:286(RunIterator)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/document.py:726(_NoStyleRangeIterator)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/levelgenerator.py:42(Portal)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/runlist.py:42(_Run)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/runlist.py:409(ConstRunIterator)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/quartz.py:53(get_animation_file_extensions)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/statsmanager.py:182(evade)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/__init__.py:558(StreamingSource)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/menu.py:6(MenuButton)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/dds.py:112(DDSURFACEDESC2)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/encodings/hex_codec.py:45(Codec)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/window/__init__.py:1714(get_platform)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/dds.py:54(DDSException)
        4    0.000    0.000    0.000    0.000 {globals}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:472(_InvalidRange)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/bmp.py:76(BITMAPINFOHEADER)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/__init__.py:88(DocumentDecoder)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/atlas.py:171(TextureAtlas)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/runlist.py:308(OverriddenRunIterator)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/gl/cocoa.py:154(compatible)
        1    0.000    0.000    0.000    0.000 {thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/bmp.py:355(get_decoders)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:253(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/__init__.py:391(SourceInfo)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/window/__init__.py:833(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/__init__.py:371(MediaEvent)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/__init__.py:1373(_LegacyListener)
        1    0.000    0.000    0.000    0.000 main.py:34(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/threading.py:238(_is_owned)
        2    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/button.py:14(__init__)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/gun.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/__init__.py:1249(ManagedSoundPlayer)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/atlas.py:71(_Strip)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/__init__.py:276(VideoFormat)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/png.py:79(get_file_extensions)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/__init__.py:583(StaticSource)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/loot.py:38(Package)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/inventory.py:39(Item)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/riff.py:121(RIFFType)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/button.py:29(Button)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/quartz.py:138(get_encoders)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/document.py:698(_ElementIterator)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/effect.py:33(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:255(_StaticLayoutContext)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/button.py:169(Container)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/levelgenerator.py:66(Wall)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/effect.py:8(Effect)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/png.py:51(PNGImageDecoder)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/levelgenerator.py:84(Room)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/document.py:703(_FontStyleRunsRangeIterator)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/inventory.py:14(InventoryButton)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/atlas.py:90(Allocator)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:642(TextLayoutForegroundGroup)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:1745(TextureRegion)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:277(_AbstractBox)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/encodings/hex_codec.py:52(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/quartz.py:47(QuartzImageDecoder)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/riff.py:87(RIFFForm)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/dds.py:135(DDPIXELFORMAT)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/dds.py:227(get_decoders)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/encodings/hex_codec.py:65(StreamReader)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/font/base.py:208(GlyphTextureAtlas)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:2159(BufferImageMask)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/__init__.py:1255(PlayerGroup)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/__init__.py:2104(ColorBufferImage)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/bmp.py:150(BMPImageDecoder)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/levelgenerator.py:168(RoomManager)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/menu.py:126(set_build_manager)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/dds.py:161(DDSImageDecoder)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/encodings/hex_codec.py:57(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/extlibs/png.py:386(Error)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/document.py:620(FormattedDocument)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/bmp.py:128(RGBQUAD)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/font/quartz.py:52(QuartzGlyphRenderer)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/text/layout.py:244(_LayoutContext)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/__init__.py:98(ImageEncoder)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/image/codecs/bmp.py:66(BITMAPFILEHEADER)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/__init__.py:627(StaticMemorySource)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/__init__.py:1402(AVbinSourceLoader)
        1    0.000    0.000    0.000    0.000 main.py:440(StateManager)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/button.py:138(TextBox)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/media/riff.py:182(WaveSource)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/graphics/vertexdomain.py:234(__del__)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python2.7/site-packages/pyglet/gl/gl_info.py:171(get_renderer)
        1    0.000    0.000    0.000    0.000 /Users/addisonschiller/acceptable_loss/ability.py:124(global_cooldown_reset)
        1    0.000    0.000    0.000    0.000 /usr/local/Cellar/python/2.7.9/Frameworks/Python.framework/Versions/2.7/lib/python2.7/UserDict.py:4(__init__)
